Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,Position
James Harvey,SYD,13,25.7,12.8,4.8,10,0.481,1.8,4.7,0.387,1.4,1.7,0.826,0.5,1.8,2.3,1.4,0.1,0.1,1.6,2.4,2013,SF
Rhys Martin,ILL,15,29.6,12.3,4.6,9,0.512,1.3,2.9,0.439,1.9,2.4,0.771,0.6,2.3,2.9,3.4,1.2,0.2,2,1.9,2013,SF
Peter Crawford,TOW,28,27.9,11.9,3.8,9,0.425,2.2,5.5,0.4,2.1,2.6,0.795,0.4,2.7,3,1.7,0.7,0.3,2.4,2.3,2013,SF
Stephen Weigh,ADE,28,32.3,10.5,4,9.2,0.433,1.4,3.6,0.392,1.1,1.7,0.681,1.6,4.3,5.8,1.4,0.4,0.2,1.5,2.3,2013,SF
Todd Blanchfield,TOW,28,26.2,9.3,3.3,6.9,0.474,1.1,3.2,0.341,1.6,2,0.807,0.8,3.3,4,0.6,0.4,0.6,1.1,1.9,2013,SF
Glen Saville,ILL,18,26.6,9.3,3.3,7.2,0.455,1,2.4,0.439,1.7,2.7,0.652,0.9,4.4,5.3,2.3,0.5,0.3,2,2.6,2013,SF
Mika Vukona,NZB,33,21.5,8.2,3.5,7.1,0.49,0.1,0.3,0.2,1.2,2,0.636,2.3,3.5,5.8,2.1,0.7,0.2,1.6,3.3,2013,SF
David Gruber,ILL,30,19.6,6.9,2.7,4.3,0.626,0,0,0,1.5,2.2,0.71,1.5,3.1,4.6,0.7,0.5,0.5,1.3,1.7,2013,SF
Brad Hill,CRN,28,18.2,6.7,2.4,6.4,0.379,0.5,2,0.241,1.3,1.8,0.755,1.4,3,4.4,1.2,0.1,0.3,1.1,1.1,2013,SF
Mitchell Creek,ADE,12,13.7,5.6,2.2,3.3,0.659,0.2,0.6,0.286,1.1,1.8,0.591,0.8,1.7,2.5,0.5,0.7,0.3,0.7,1.9,2013,SF
Liam Rush,MEL,25,18.3,5.6,2.2,5.4,0.4,0.8,2.2,0.364,0.4,0.5,0.846,0.9,1.9,2.7,1,0.5,0.3,0.9,2,2013,SF
Everard Bartlett,PER,32,16.6,5.2,1.8,6.4,0.283,1.1,4.1,0.26,0.5,0.6,0.944,0.5,1.5,2,1.2,0.7,0,1.2,0.7,2013,SF
Clinton Steindl,CRN,25,11.7,4.1,1.5,3.6,0.404,1,2.5,0.393,0.2,0.2,1,0.5,1.1,1.6,0.5,0.2,0.1,0.5,1.2,2013,SF
Dusty Rychart,CRN,15,11.1,4,1.8,3.6,0.491,0,0.1,0,0.5,0.6,0.778,0.8,1.2,2.1,0.6,0.1,0.3,1.4,2.1,2013,SF
Tommy Greer,MEL,28,17.5,3.8,1.4,3.4,0.417,0.4,1.3,0.324,0.5,0.7,0.75,1.7,2.1,3.9,0.6,0.6,0.2,0.4,1.8,2013,SF
Brad Robbins,PER,10,11.8,3.7,1.5,4.4,0.348,0.1,1,0.091,0.6,1,0.6,1.2,0.7,1.9,1.7,0.3,0,1.1,1.8,2013,SF
Bennie Lewis,MEL,27,11.7,3.7,1.2,3.6,0.34,0.4,1.8,0.25,0.8,1,0.846,0.3,0.7,1,0.4,0.2,0.3,0.7,0.6,2013,SF
Leon Henry,NZB,32,10.2,3.4,1.3,3.6,0.35,0.7,2.1,0.333,0.2,0.6,0.368,0.8,1.3,2.1,0.5,0.3,0.2,0.4,1.8,2013,SF
Graeme Dann,SYD,31,13.4,2.3,0.9,2.2,0.406,0,0,0,0.5,1.1,0.5,1.1,1.6,2.7,1.1,0.3,0,0.8,2.5,2013,SF
Daniel Jackson,ILL,27,10.4,1.9,0.7,1.9,0.354,0.2,0.8,0.238,0.3,0.5,0.692,0.3,0.9,1.1,0.4,0.1,0.1,0.5,0.9,2013,SF
Reuben Te Rangi,NZB,11,3.4,1.8,0.5,1.5,0.353,0.4,0.9,0.4,0.4,0.6,0.571,0.5,0.1,0.6,0.1,0.1,0,0.1,0.5,2013,SF
Cameron Tovey,PER,26,15.1,1.5,0.6,2,0.321,0.2,0.8,0.25,0,0,0,0.9,2.3,3.3,0.9,0.8,0.5,1,2.5,2013,SF
Owen Odigie,MEL,4,6.6,1.2,0.5,1,0.5,0,0.5,0,0.2,0.2,1,0,0.5,0.5,0.2,0.5,0.2,0.7,1.2,2013,SF
Jan Warbout,ADE,6,4.3,1,0.5,1.5,0.333,0,0.2,0,0,0,0,0.3,0.3,0.7,0.3,0,0,0.2,0.5,2013,SF
Ben Purser,PER,14,4.6,0.8,0.3,1.2,0.235,0,0.4,0,0.2,0.4,0.5,0.4,0.4,0.8,0.1,0.2,0,0.7,0.8,2013,SF
Gavin Fields,PER,7,2.9,0,0,0.6,0,0,0.3,0,0,0,0,0.3,0.3,0.6,0.4,0,0,0.3,0.3,2013,SF
Morgan Natanahira,NZB,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0,0,0,2013,SF
Thomas Abercrombie,NZB,33,31,15.2,5.3,11.4,0.461,1.9,4.4,0.434,3,4.1,0.744,1.3,3.3,4.6,1.6,0.8,0.9,2,2.7,2012,SF
Anatoly Bose,SYD,25,29.6,15.2,4.9,11.8,0.416,1.6,5.2,0.316,3.7,5.4,0.676,2.1,4.4,6.5,1.4,0.9,0.5,2,1.3,2012,SF
Diamon Simpson,ADE,27,24.6,14.1,5.7,9.6,0.59,0,0,0,2.8,5.2,0.542,3.6,4.9,8.5,0.9,0.8,1.5,1.8,2.7,2012,SF
Stephen Weigh,ADE,28,31.3,11.5,4,10.1,0.396,1.6,4.6,0.349,1.8,2.3,0.788,1.2,3.7,4.9,1.7,0.5,0.3,2.6,2.3,2012,SF
Ronald Dorsey,MEL,28,29.9,11.1,4.3,10.3,0.413,2,6,0.325,0.9,1.5,0.595,0.8,2.7,3.5,1.3,0.9,0.4,1.6,2.3,2012,SF
Joevan Catron,ILL,27,20.5,10.8,3.9,9.6,0.407,0.3,1.6,0.175,2.7,3.9,0.7,1.7,2.9,4.6,1.2,0.9,0.4,2.1,2.4,2012,SF
Mika Vukona,NZB,34,23.2,8.6,3.5,6.5,0.532,0,0.1,0.5,1.6,2.4,0.688,2.1,4,6.1,2,1.1,0.3,2.5,3.6,2012,SF
Tim Coenraad,ILL,28,19.6,8.6,3.2,6.8,0.467,0.7,2.2,0.328,1.5,1.8,0.854,1.1,3,4.1,1,0.4,0.3,1.1,2.1,2012,SF
Liam Rush,MEL,26,20.2,8,3.1,7.3,0.433,0.9,2.9,0.293,0.9,1.3,0.697,1.2,2.4,3.6,0.9,0.9,0.5,1.2,2.2,2012,SF
Brad Hill,CRN,28,20.4,8,3.4,7.6,0.444,0.1,1.2,0.061,1.2,2.3,0.516,1.7,3.1,4.7,1.7,0.4,0.4,1.7,2,2012,SF
Todd Blanchfield,TOW,31,21.4,7.1,2.6,6.1,0.425,1,2.9,0.341,0.9,1.1,0.824,1.4,1.9,3.3,0.4,0.5,0.2,1.1,1.3,2012,SF
Brad Robbins,PER,34,19.3,6.8,2.5,5.7,0.437,0.2,0.8,0.241,1.6,2.4,0.687,1.2,1.5,2.8,2.2,1.4,0.1,1.5,2.6,2012,SF
Kevin Ratzsch,SYD,24,19,6.7,2.9,6.4,0.452,0.5,1.5,0.333,0.5,0.5,0.923,1.2,2.4,3.6,0.7,0.4,0.3,1.1,1.1,2012,SF
Glen Saville,ILL,28,26.1,6.6,2.5,6.1,0.405,0.7,2.2,0.305,0.9,1.2,0.806,1.4,4.6,6,2.7,0.8,0.5,2.2,2.3,2012,SF
Dusty Rychart,CRN,14,21.2,6.5,2.9,6.8,0.43,0,0.1,0,0.6,0.8,0.727,2.1,3.1,5.1,0.6,0.4,0.1,1.5,2.6,2012,SF
Everard Bartlett,PER,6,14.5,6,2.2,4,0.56,1.4,2.8,0.5,0.2,0.3,0.5,0.2,0.6,0.8,0.9,0.5,0,0.5,1.9,2012,SF
Everard Bartlett,ADE,16,19.2,5.9,2.1,5.3,0.393,1,2.8,0.364,0.8,0.9,0.8,0.4,1.7,2.1,2,0.9,0.1,1.5,1.3,2012,SF
Mitchell Creek,ADE,28,15.6,5.4,2,4.4,0.456,0.2,0.6,0.333,1.1,2.1,0.552,1.4,1.6,3,1.2,0.4,0.2,0.7,1.9,2012,SF
Tommy Greer,MEL,27,20.5,4.4,1.7,4.8,0.359,0.6,2,0.283,0.6,1,0.654,2,3.5,5.4,0.8,0.6,0.1,0.7,2.8,2012,SF
Stephen Hoare,GCB,31,16.3,4.4,1.8,3.9,0.463,0.1,0.4,0.25,0.7,0.9,0.821,1.3,2.4,3.7,1,0.3,0.1,0.7,2.1,2012,SF
Morgan Natanahira,NZB,1,17.1,4.2,2.1,7.3,0.286,0,0,0,0,0,0,1,2.1,3.1,2.1,0,0,1,4.2,2012,SF
Cameron Tovey,PER,32,23.4,4,1.7,4.3,0.399,0.4,1.6,0.259,0.1,0.3,0.4,1.3,4.1,5.3,2.3,1.1,0.3,1.3,2.9,2012,SF
David Gruber,ILL,18,10.8,3.7,1.4,2.8,0.5,0,0.1,0,0.9,1.2,0.75,1.1,1.9,3,0.4,0.3,0.2,0.7,1.3,2012,SF
Bennie Lewis,MEL,26,9.2,3.2,1.2,3.2,0.378,0.6,2.1,0.278,0.2,0.5,0.333,0.3,0.5,0.8,0.3,0.3,0.2,0.4,0.6,2012,SF
Alex Gynes,SYD,20,11.1,3,1.1,2.5,0.423,0.2,0.6,0.417,0.6,1.3,0.462,0.6,0.9,1.5,0.1,0.1,0.1,0.9,1.7,2012,SF
Leon Henry,NZB,23,10.1,2.8,1.1,3.6,0.301,0.7,2.3,0.278,0.1,0.2,0.5,1,1.8,2.8,0.5,0.5,0,0.7,1.5,2012,SF
B.J. Anthony,NZB,20,7.5,2.8,1.3,2.8,0.455,0,0.1,0,0.3,0.5,0.6,0.9,0.9,1.7,0.4,0.2,0.2,1,1.7,2012,SF
Graeme Dann,SYD,18,19,2.7,1.1,3.8,0.279,0,0.1,0,0.6,1.8,0.344,1.4,3.2,4.7,1.6,0.6,0.4,1.3,3,2012,SF
Ben Purser,PER,10,4.3,1.9,0.7,1.4,0.467,0,0.4,0,0.6,0.7,0.857,0.1,0.5,0.6,0.5,0,0,0.4,0.4,2012,SF
Dean Brebner,CRN,20,8.2,1.9,0.6,1.9,0.324,0.3,1.1,0.286,0.4,0.4,0.875,0.5,0.6,1.1,0.4,0.2,0.3,0.2,1.3,2012,SF
Daniel Jackson,ILL,12,2.2,0.4,0.2,0.5,0.333,0,0.3,0,0.1,0.3,0.333,0.3,0.1,0.3,0.1,0,0,0.1,0.1,2012,SF
Zac Carter,GCB,7,2.2,0.4,0.1,0.4,0.333,0,0.3,0,0.1,0.3,0.5,0,0.3,0.3,0.1,0,0.1,0.3,0.4,2012,SF
Jan Warbout,ADE,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,SF
Mitchell Creek,SEM,29,34,23.5,8.4,16.8,0.501,1.3,4.1,0.319,5.3,6.9,0.774,2.1,4.9,7,2.9,0.8,0.2,1.9,1.8,2023,PF
Robert Franks,ADE,28,30.6,17.4,6.4,12.9,0.5,1.7,4.5,0.364,2.9,3.8,0.776,1.7,4.7,6.4,2.2,0.7,0.7,2.7,2.7,2023,PF
Keanu Pinder,CRN,19,29.3,16.7,6.1,12.2,0.5,0.3,1.5,0.207,4.1,5.6,0.734,2.8,6.4,9.2,2.3,1.2,0.7,2.8,3.2,2023,PF
Xavier Cooks,SYD,34,26.5,14.8,5.8,10.1,0.573,0.3,0.8,0.321,3,5.4,0.551,1.9,5.7,7.6,3.6,0.5,0.6,2.6,2,2023,PF
Bul Kuol,CRN,33,28.5,10.2,3.5,8.4,0.423,1.4,4.4,0.322,1.6,2.1,0.764,1.1,2.5,3.6,1.6,0.7,0.1,1.7,2.7,2023,PF
Mitchell Norton,PER,28,17.7,5.1,1.7,4,0.416,0.3,1.4,0.225,1.4,1.8,0.796,0.7,1,1.7,1.9,0.6,0,1.1,2.1,2023,SG
D.J. Mitchell,BRI,26,23.8,9.2,3.4,7.3,0.469,1.2,2.9,0.434,1.1,1.3,0.882,0.9,3.7,4.6,1.4,0.4,0.3,1.5,2.8,2023,PF
Deng Deng,ILL,28,24.1,8.6,3,7.9,0.383,1.1,3.6,0.307,1.4,2.1,0.69,1.3,5.2,6.5,1.2,1.1,0.6,1.3,2.4,2023,PF
Majok Deng,CRN,32,15.9,6.3,2.2,5.5,0.4,0.9,3.1,0.294,0.9,1.1,0.833,1.1,2.8,3.8,0.4,0.7,0.2,0.8,1.2,2023,PF
Jordan Caroline,MEL,6,21.6,5.6,2.4,8.6,0.275,0.3,2.2,0.154,0.5,1.7,0.3,2.5,3.7,6.2,0.7,0.7,0.3,1.2,2,2023,PF
Thomas Abercrombie,NZB,28,23,5.5,1.9,4.9,0.396,1.1,2.8,0.377,0.6,0.8,0.727,0.8,2.1,2.9,0.6,1.3,0.2,0.6,3,2023,PF
Mason Peatling,MEL,17,17.2,5.3,2.1,5.1,0.414,0.4,1.4,0.292,0.6,1.1,0.556,1.1,3.2,4.3,1.1,0.3,0.5,1.7,1.8,2023,PF
Reuben Te Rangi,SEM,29,17.7,5.1,1.9,4.5,0.42,0.7,2.2,0.292,0.7,1.1,0.576,0.9,2,3,1,0.5,0.2,1,1.8,2023,PF
Matthew Kenyon,JACK,21,16.3,4.5,1.5,4.1,0.378,0.9,2.6,0.346,0.5,0.8,0.625,1.2,2,3.3,0.7,0.4,0,0.7,1.4,2023,PF
David Okwera,MEL,27,14.3,4.2,1.6,3.6,0.454,0.4,1.5,0.268,0.5,0.7,0.7,1,2.4,3.4,0.9,0.3,0.4,1,1.3,2023,PF
David Barlow,MEL,21,17.9,3.9,1.3,3.3,0.412,1,2.4,0.42,0.2,0.2,1,0.2,2.2,2.4,1.2,0.5,0.2,0.6,2.8,2023,PF
Kyrin Galloway,ADE,22,7,2.5,0.9,1.9,0.465,0.6,1.4,0.452,0.1,0.3,0.333,0.1,0.6,0.8,0.3,0.1,0.6,0.2,0.6,2023,PF
Tohi Smith-Milner,SEM,17,5.5,2.3,0.8,1.6,0.464,0.2,0.7,0.333,0.5,0.8,0.692,0.3,0.6,0.9,0.5,0.2,0.1,0.3,0.9,2023,PF
Dane Pineau,SEM,27,10.3,2.1,0.9,1.6,0.581,0,0.1,0,0.2,0.7,0.333,1.4,1.9,3.2,0.4,0.5,0.2,0.4,1.2,2023,PF
Dan Fotu,NZB,14,2.7,1.1,0.4,0.7,0.667,0.1,0.2,0.667,0.1,0.1,1,0.4,0.4,0.9,0.1,0,0,0.1,0.4,2023,PF
Isaac Gattorna,SYD,12,3.3,0.7,0.2,0.4,0.4,0.1,0.2,0.5,0.2,0.3,0.75,0.2,0.7,0.9,0.2,0.1,0.1,0.2,0.7,2023,PF
Matt Johns,BRI,8,3.6,0.4,0.1,0.1,1,0,0,0,0.1,1,0.125,0.1,0.2,0.4,0.2,0.2,0,0.1,0.5,2023,PF
Mitchell Creek,SEM,28,34.6,20.3,7.6,16.3,0.468,1.6,4.8,0.324,3.5,4.4,0.805,1.6,4,5.7,2.9,1.1,0.2,2.2,2.2,2022,PF
Robert Franks,BRI,27,33,17.9,6.5,13,0.494,2.3,5.9,0.391,2.7,3.5,0.763,2,6.6,8.7,1.5,0.8,0.5,1.7,2.4,2022,PF
Xavier Cooks,SYD,31,28.1,15.2,6.1,10.7,0.565,0.4,1.4,0.302,2.7,4.2,0.644,2.8,7,9.8,2.8,0.5,2,2.4,2,2022,PF
Majok Deng,CRN,28,28.7,14.1,4.9,10.3,0.478,1.7,4.5,0.367,2.6,2.9,0.914,1.7,3.2,4.9,1,0.6,0.6,1.7,2.1,2022,PF
Jack McVeigh,JACK,33,26.2,12.5,4.8,10.5,0.458,1.9,5,0.373,1.1,1.3,0.833,1.6,3.3,4.9,0.8,0.6,0.2,0.8,1.2,2022,PF
Cameron Bairstow,ADE,18,21.6,11.6,4.7,10.1,0.464,0.6,2.1,0.27,1.6,2.7,0.617,3.2,4.9,8,1.8,0.9,0.6,1.6,2,2022,PF
Keanu Pinder,CRN,28,22.4,10.8,4.2,7.7,0.551,0.1,0.6,0.188,2.2,3.2,0.692,2.3,5.1,7.4,1.1,0.7,1,1.3,2.8,2022,PF
Todd Blanchfield,PER,23,27.6,10.5,3.7,8.5,0.436,1.6,4.2,0.381,1.4,1.9,0.744,0.7,3.5,4.2,0.8,0.7,0.4,0.7,1.5,2022,PF
Finn Delany,NZB,26,31.9,10.2,3.7,9.3,0.394,1.4,4.6,0.297,1.6,2.2,0.727,0.8,4.8,5.6,2,0.6,0.2,2.3,2.9,2022,PF
Jack White,MEL,26,23.4,9.1,3.7,6.9,0.536,0.4,1.5,0.244,1.4,2.2,0.638,2.4,4.4,6.8,0.9,0.6,0.8,1.3,1.9,2022,PF
Brandon Ashley,SEM,23,16.5,8.9,3.3,5.4,0.605,0.1,0.2,0.4,2.3,3.3,0.697,2.1,2.9,5,0.7,0.4,0.7,1.2,3.4,2022,PF
Samson Froling,ILL,30,26.3,8.9,3.7,6.8,0.537,0.1,0.2,0.286,1.5,2.3,0.629,3.1,4.3,7.4,1.6,0.4,1.1,1,2,2022,PF
Luke Travers,PER,27,22,7.8,3,7.1,0.417,0.6,2.5,0.25,1.3,1.9,0.68,1.4,4,5.4,2.3,0.9,0.7,1.6,0.9,2022,PF
Jesse Wagstaff,PER,28,18.4,6.2,2.2,5.5,0.399,0.8,2.5,0.329,1,1.1,0.906,0.7,1.9,2.6,0.9,0.5,0.1,0.9,2.3,2022,PF
Fabijan Krslovic,JACK,33,14.1,4.1,1.6,4.2,0.39,0.4,1.4,0.283,0.4,0.7,0.545,1.6,2.4,4,1,0.6,0.2,0.8,2.5,2022,PF
Mason Peatling,MEL,30,13.7,3.9,1.4,3.6,0.387,0.4,1.3,0.333,0.7,1,0.677,1.2,2.2,3.4,0.6,0.4,0.2,0.6,1.4,2022,PF
Kyrin Galloway,NZB,21,10.4,2.8,1.2,2.7,0.429,0.2,1.1,0.174,0.3,0.4,0.75,0.9,1,1.9,0.2,0.1,0.7,0.1,0.8,2022,PF
Steve Taylor Jr.,SEM,1,4.5,2.8,0.9,1.9,0.5,0,0,0,0.9,1.9,0.5,1.9,0.9,2.8,0,0,0,0.9,0.9,2022,PF
David Okwera,MEL,8,7.8,2.1,0.8,1.9,0.438,0.1,0.8,0.143,0.2,0.4,0.667,0.6,1,1.6,0.4,0,0.4,0.5,0.2,2022,PF
Jarred Bairstow,JACK,28,8.6,1.9,0.7,1.4,0.526,0,0,0,0.4,0.7,0.6,1,1,2,0.6,0.4,0.1,0.3,1.6,2022,PF
Matur Maker,SYD,14,6.7,1.8,0.5,1.9,0.25,0.1,1,0.143,0.7,1,0.714,0.4,1.5,1.9,0.2,0.2,0.2,0.5,0.6,2022,PF
David Barlow,MEL,24,9.2,1.6,0.5,2.1,0.255,0.4,1.9,0.239,0.1,0.2,0.5,0.2,1.1,1.3,0.5,0.2,0.2,0.3,1,2022,PF
Tohi Smith-Milner,SEM,23,4,1.5,0.6,1.1,0.538,0.1,0.4,0.3,0.1,0.2,0.75,0.4,0.7,1.1,0.1,0,0,0.1,0.8,2022,PF
Dane Pineau,SEM,25,9.7,1.2,0.6,1.2,0.452,0,0,0,0.1,0.3,0.375,1.4,1.6,3,0.5,0.4,0.4,0.4,1.4,2022,PF
Isaac Davidson,NZB,4,2.6,1.2,0.2,1.5,0.167,0.2,1.5,0.167,0.5,0.5,1,0,0.2,0.2,0,0,0,0,0.5,2022,PF
Isaac Gattorna,ADE,10,4.2,1.2,0.5,1.5,0.333,0.1,1,0.1,0.1,0.3,0.333,0.3,0.6,0.9,0.3,0,0,0.2,0.6,2022,PF
Brayden Inger,CRN,15,4.6,0.7,0.3,0.8,0.333,0.1,0.5,0.25,0,0,0,0,0.3,0.3,0.1,0,0,0.3,0.3,2022,PF
Jarell Martin,SYD,28,26.6,17.7,7,13.9,0.501,1.1,2.6,0.4,2.7,3.4,0.784,1.9,4.9,6.8,1.1,0.7,0.5,1.7,2.2,2021,PF
Lamar Patterson,BRI,17,28.3,13.7,5,12.2,0.414,1.5,4.2,0.347,2.2,3.2,0.679,1,3.7,4.6,2.8,1.4,0,2,2.7,2021,PF
Majok Deng,CRN,20,24.2,12.1,4.5,9.3,0.481,1.2,3.3,0.369,2,2.5,0.8,1.9,2.5,4.4,1.1,0.3,1.1,1.2,1.8,2021,PF
Samson Froling,ILL,39,28.2,11.3,4.8,9.4,0.516,0.2,0.8,0.2,1.5,2.5,0.588,2.6,4.3,6.9,1.5,0.5,1.4,1.3,2.4,2021,PF
Cameron Bairstow,ILL,14,21.4,11.3,4.3,9.5,0.452,1,2.6,0.378,1.7,2.3,0.727,2.3,3.9,6.1,1.3,0.4,0.8,1.5,2.6,2021,PF
Thomas Abercrombie,NZB,27,33.1,10.7,3.7,8.7,0.426,1.3,4.2,0.313,2,2.4,0.857,0.7,2.7,3.4,0.8,0.5,0.3,1.1,2.5,2021,PF
Kouat Noi,CRN,18,24.1,10.2,3.5,8.9,0.39,1.4,4.3,0.329,1.8,2.1,0.865,0.7,3.8,4.5,1.1,0.9,0.4,1.7,1.3,2021,PF
Jack White,MEL,11,22.4,9,3.4,6.9,0.494,0.9,3,0.303,1.3,1.7,0.737,1.9,3.9,5.8,1,0.7,2,1.2,1.2,2021,PF
Reuben Te Rangi,SEM,39,23.7,6.9,2.6,6.3,0.407,0.9,3.2,0.282,0.9,1.4,0.679,0.6,2.8,3.4,1.1,0.5,0.1,1,2.5,2021,PF
Orlando Johnson,BRI,15,21.8,6.7,2.3,6.1,0.372,0.7,2.6,0.25,1.5,2,0.767,0.9,3.1,4,1.7,0.5,0.4,0.7,1.7,2021,PF
Craig Moller,SYD,36,20.4,6.3,2.3,5.1,0.457,0.6,1.6,0.379,1.1,1.5,0.722,1.8,3.7,5.5,2,0.5,0.7,0.6,1.8,2021,PF
Mason Peatling,MEL,39,16.2,5.9,2.4,4.7,0.514,0.2,0.8,0.281,0.8,1,0.78,1.8,2.2,4,1,0.7,0.6,1.1,1.6,2021,PF
Keanu Pinder,ADE,35,17.3,4.8,1.9,4.5,0.414,0.4,1.3,0.298,0.7,1,0.667,1.5,2.8,4.3,0.5,0.7,0.9,1.1,2.7,2021,PF
Kyrin Galloway,NZB,27,6.9,1.3,0.5,1.1,0.433,0.2,0.6,0.375,0.1,0.1,0.667,0.4,0.8,1.2,0.3,0.2,0.5,0.3,0.8,2021,PF
Blake Jones,BRI,7,4.7,1.1,0.4,1.3,0.333,0.1,0.4,0.333,0.1,0.3,0.5,0.3,0.3,0.6,0.1,0,0,0.3,0.4,2021,PF
Archie Woodhill,SYD,9,4.3,1,0.4,0.8,0.5,0,0.2,0,0.1,0.1,1,0.4,0.1,0.5,0.2,0,0.1,0.2,0.4,2021,PF
Owen Hulland,ADE,10,1.6,0.2,0.1,0.5,0.2,0,0.3,0,0,0,0,0,0.4,0.4,0,0,0,0.1,0.6,2021,PF
Dane Pineau,SEM,1,11.3,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,1.1,0,0,0,2.2,2021,PF
Nick Kay,PER,34,31,16.5,6,11.3,0.527,1.5,3,0.495,3.1,3.6,0.847,3,5.4,8.4,3.3,1.3,0.7,1.3,1.9,2020,PF
Finn Delany,NZB,20,29.3,12.9,4,8.5,0.47,1.8,4.4,0.405,3.1,3.8,0.808,1.4,4.9,6.3,2.1,0.7,0.4,1.1,2.3,2020,PF
Majok Deng,CRN,31,24.2,12,4.1,8.4,0.488,1.2,3.4,0.362,2.6,3.2,0.798,1.1,2.9,4,1.2,0.6,0.7,1.4,2.4,2020,PF
Brad Newley,SYD,34,25.7,11.2,4,8.5,0.47,1.6,4.4,0.353,1.7,2.3,0.728,0.6,3.7,4.3,1.5,0.5,0.3,1.1,1.6,2020,PF
Brandon Ashley,NZB,28,21.1,11,4.4,8,0.55,0.4,1.2,0.324,1.7,2.5,0.691,2.4,4.2,6.6,0.9,0.6,0.8,1.3,3.9,2020,PF
Tai Wesley,SEM,18,24.4,10.7,4.4,10.7,0.411,0.6,2.4,0.25,1.3,1.8,0.75,1.6,2.7,4.3,2.8,0.6,0.9,1.6,3.2,2020,PF
Kouat Noi,CRN,22,23.5,9.6,3.5,8.4,0.418,1.2,3.5,0.342,1.4,2.1,0.674,1.7,4.2,5.9,1.2,0.6,0.3,1.7,2,2020,PF
Dario Hunt,PER,21,18.9,9.1,3.8,6.2,0.605,0,0,0,1.5,2.7,0.566,2.6,3.6,6.2,1.9,0.3,0.7,1.9,2.7,2020,PF
Tim Coenraad,ILL,28,18.5,8.1,2.9,6.4,0.458,1.3,3.7,0.363,1,1.3,0.75,0.7,1.9,2.6,1.4,0.6,0.2,1,2.2,2020,PF
E.J. Singler,BRI,28,20.8,8,3.1,5.5,0.551,1,2.2,0.444,0.9,1.1,0.8,1.5,2.7,4.1,1.8,0.8,0.1,1.2,2.8,2020,PF
David Barlow,MEL,29,21.9,7.1,2.3,5.3,0.423,1.6,3.7,0.435,1,1.3,0.763,0.6,3.2,3.9,0.9,0.5,0.2,0.9,3,2020,PF
David Andersen,ILL,16,12.4,6.8,2.9,6.1,0.474,0.6,1.4,0.409,0.4,0.5,0.875,1,1.7,2.7,0.8,0.2,0.1,1.1,1.5,2020,PF
Billy Preston,ILL,3,17.6,6.6,2.1,8,0.261,0.3,2.8,0.125,2.1,2.8,0.75,0.7,3.8,4.5,0,0.7,0,1.4,3.8,2020,PF
Tohi Smith-Milner,MEL,28,11.8,3.4,1,2.8,0.363,0.5,1.9,0.245,0.9,1.2,0.788,0.7,1.3,2.1,0.5,0.1,0.2,0.5,1.5,2020,PF
Obi Kyei,ADE,28,13.2,3.2,1.2,3.1,0.374,0,0.4,0.083,0.9,1.7,0.5,1.3,2.8,4.1,0.5,0.8,0.5,0.9,2.5,2020,PF
Rhys Vague,PER,27,6.8,2.1,0.7,1.6,0.463,0.2,0.8,0.3,0.4,0.6,0.667,0.6,1.2,1.9,0.2,0.1,0.2,0.3,0.8,2020,PF
Jack Purchase,MEL,3,5,1.9,0.6,1.6,0.4,0.6,1.6,0.4,0,0,0,0,0.6,0.6,0.9,0.3,0,0,0.6,2020,PF
Taylor Britt,PER,16,3,1.2,0.5,1,0.5,0.1,0.2,0.333,0.1,0.1,0.5,0,0.3,0.3,0.6,0,0.1,0.1,0.5,2020,PF
Nic Pozoglou,PER,10,4.5,1,0.5,1.1,0.455,0,0.1,0,0,0,0,0.8,0.5,1.4,0.1,0.1,0,0.6,0.6,2020,PF
Deng Acuoth,SEM,5,2.5,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0.2,0,0.6,2020,PF
Nick Kay,PER,34,31,15.3,6.1,11,0.552,0.7,1.7,0.436,2.5,3.2,0.771,3.4,5.4,8.8,3.1,1.3,0.4,1.1,1.7,2019,PF
Tai Wesley,NZB,28,28.1,14.3,5.7,11.8,0.483,1,3,0.333,1.9,2.6,0.733,1.7,3.6,5.3,3.5,1,1.1,1.6,2.8,2019,PF
Brian Conklin,ILL,28,26,14.1,5,10.4,0.478,0,0.3,0.1,4.1,5.8,0.719,1.7,3.5,5.2,2,0.7,0.2,2,2.8,2019,PF
Cameron Bairstow,BRI,29,21.2,11.7,4.9,10,0.49,0.6,1.4,0.436,1.3,2.5,0.521,2,3.9,5.9,1.4,0.3,0.6,1.5,2.7,2019,PF
Jake Wiley,ADE,28,22.5,11.5,4.7,8.3,0.565,0.3,1,0.333,1.8,2.4,0.757,1.7,3.1,4.7,0.9,0.6,0.6,1.6,1.8,2019,PF
