Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Season,Position
Ronald Dorsey,MEL,0.504,0.507,133.3,3.0,10.3,6.7,7.2,12.4,1.7,1.3,18.9,-2.4,1.1,100.5,105.6,-5.0,154.8,12.8,2012,SF
Glen Saville,ILL,0.495,0.46,151.6,6.5,19.9,13.5,17.4,24.7,1.7,1.7,15.4,-1.4,1.1,94.8,109.4,-14.7,200.3,12.5,2012,SF
Stephen Hoare,GCB,0.517,0.476,153.5,9.0,17.5,13.2,9.7,13.4,0.9,0.7,13.2,0.1,1.1,112.9,102.2,10.7,123.8,12.3,2012,SF
Everard Bartlett,ADE,0.519,0.488,155.6,2.5,10.1,6.3,17.6,20.9,2.6,0.5,16.5,-1.1,1.1,98.9,109.5,-10.6,67.1,12.3,2012,SF
Todd Blanchfield,TOW,0.536,0.505,158.9,7.2,10.2,8.7,3.0,14.1,1.2,0.6,16.2,-3.8,1.2,104.9,103.5,1.4,130.1,12.0,2012,SF
Stephen Weigh,ADE,0.514,0.475,153.3,4.5,13.2,8.8,9.3,18.7,0.8,0.8,19.3,-4.4,1.1,97.8,113.8,-16.0,162.6,11.2,2012,SF
Tommy Greer,MEL,0.423,0.418,129.6,10.9,19.8,15.3,5.9,12.0,1.4,0.3,13.1,-0.9,0.9,101.2,103.1,-1.9,117.7,10.7,2012,SF
Bennie Lewis,MEL,0.464,0.47,98.9,3.4,6.8,5.1,5.6,9.3,1.6,1.5,18.4,-1.6,1.0,94.3,106.7,-12.3,35.5,10.4,2012,SF
Dusty Rychart,CRN,0.45,0.43,115.7,11.3,16.8,14.1,5.0,17.7,1.1,0.6,18.8,-5.6,0.9,88.3,106.1,-17.8,52.5,10.1,2012,SF
Cameron Tovey,PER,0.448,0.448,105.8,6.3,19.9,13.2,14.3,23.0,2.5,1.4,10.8,0.9,0.9,96.2,92.9,3.4,191.2,10.1,2012,SF
Dean Brebner,CRN,0.457,0.405,148.5,6.5,8.2,7.3,7.9,9.0,1.3,2.6,12.7,0.9,1.0,105.5,104.4,1.1,24.9,9.4,2012,SF
Leon Henry,NZB,0.383,0.392,107.9,11.9,20.6,16.3,7.4,16.7,2.5,0.4,18.8,-3.8,0.8,89.3,100.6,-11.3,44.4,9.2,2012,SF
B.J. Anthony,NZB,0.471,0.455,105.5,12.9,13.4,13.2,7.6,25.2,1.1,2.5,22.8,-10.4,1.0,85.9,100.5,-14.6,18.4,8.5,2012,SF
Daniel Jackson,ILL,0.342,0.333,66.7,13.9,4.4,9.0,6.3,12.0,0.0,0.0,14.7,-1.3,0.8,86.1,118.6,-32.6,2.7,5.7,2012,SF
Graeme Dann,SYD,0.298,0.279,62.3,8.3,18.0,13.2,12.1,22.6,1.7,1.8,13.5,-1.5,0.7,72.4,105.7,-33.3,49.9,5.1,2012,SF
Alex Gynes,SYD,0.481,0.471,130.1,6.3,8.7,7.5,2.2,22.1,0.5,1.2,15.5,-6.8,1.2,85.8,110.1,-24.3,10.4,4.8,2012,SF
Morgan Natanahira,NZB,0.286,0.286,28.6,6.9,13.8,10.4,20.2,12.5,0.0,0.0,21.8,2.2,0.6,80.0,131.9,-51.9,0.3,2.1,2012,SF
Zac Carter,GCB,0.387,0.333,83.3,0.0,14.9,7.5,8.2,34.0,0.0,5.6,15.5,-8.1,1.0,62.9,96.5,-33.7,0.0,0.0,2012,SF
Mitchell Creek,SEM,0.592,0.54,159.4,6.8,16.5,11.6,15.4,8.9,1.2,0.5,27.2,-0.1,1.4,123.6,113.2,10.4,438.0,23.7,2023,PF
Xavier Cooks,SYD,0.593,0.585,144.5,8.7,21.9,15.8,22.7,17.2,0.9,2.4,25.2,-0.7,1.5,112.5,101.2,11.2,423.3,20.8,2023,PF
Dan Fotu,NZB,0.794,0.778,233.3,18.7,17.3,18.0,4.1,9.6,0.0,0.0,12.3,-0.9,1.7,159.6,104.2,55.5,15.8,20.6,2023,PF
Keanu Pinder,CRN,0.567,0.513,144.1,10.6,24.8,17.6,15.1,16.0,2.1,2.3,26.2,-4.2,1.4,108.4,99.0,9.4,244.1,20.3,2023,PF
Luke Travers,PER,0.602,0.575,162.0,5.0,21.0,12.8,18.1,15.9,2.3,2.5,17.2,1.8,1.3,116.6,110.4,6.2,311.9,18.2,2023,PF
Robert Franks,ADE,0.6,0.564,164.0,6.6,17.2,12.0,11.9,15.9,1.2,2.3,24.5,-4.1,1.4,112.3,114.1,-1.8,313.3,18.2,2023,PF
Tohi Smith-Milner,SEM,0.578,0.536,149.0,5.8,12.5,9.0,14.5,12.9,1.6,1.9,17.4,1.1,1.4,120.3,116.0,4.3,26.5,14.6,2023,PF
Kyrin Galloway,ADE,0.613,0.628,125.0,2.2,10.3,6.3,5.6,8.1,0.6,8.0,13.8,0.0,1.3,121.3,114.0,7.3,44.6,13.7,2023,PF
Dane Pineau,SEM,0.55,0.581,91.5,14.7,20.5,17.6,5.0,16.4,2.3,2.0,9.3,-1.2,1.3,118.7,108.6,10.1,94.4,13.5,2023,PF
Majok Deng,CRN,0.521,0.483,152.7,7.5,19.6,13.5,4.5,11.3,2.1,1.5,18.8,-3.0,1.1,103.9,101.2,2.7,155.1,13.5,2023,PF
Deng Deng,ILL,0.487,0.453,137.9,5.3,24.3,14.3,7.9,13.0,2.2,2.5,18.5,-2.2,1.1,97.7,109.2,-11.5,208.2,13.0,2023,PF
D.J. Mitchell,BRI,0.587,0.555,178.5,4.5,16.8,10.8,10.0,15.9,0.8,1.2,17.5,-2.3,1.3,106.8,111.2,-4.4,157.7,11.6,2023,PF
David Okwera,MEL,0.534,0.51,142.2,8.2,17.8,13.2,9.6,19.7,0.9,2.6,15.1,-2.4,1.2,103.6,108.4,-4.8,109.3,11.5,2023,PF
Matthew Kenyon,JACK,0.505,0.488,134.9,8.0,14.6,11.1,6.7,13.6,1.4,0.3,13.7,-1.3,1.1,106.4,111.6,-5.2,78.2,10.2,2023,PF
Bul Kuol,CRN,0.545,0.509,151.0,4.1,10.0,7.0,8.9,15.2,1.3,0.5,16.9,-2.1,1.2,103.6,106.2,-2.6,181.0,9.8,2023,PF
Thomas Abercrombie,NZB,0.525,0.504,149.9,4.0,10.6,7.3,3.9,10.6,2.9,0.8,11.3,-0.9,1.1,107.7,105.5,2.2,110.7,9.1,2023,PF
Reuben Te Rangi,SEM,0.509,0.492,128.8,5.8,13.2,9.4,8.2,17.1,1.5,0.9,14.6,-2.1,1.1,101.3,113.3,-12.0,101.3,8.9,2023,PF
Mason Peatling,MEL,0.469,0.454,126.1,7.5,20.0,13.9,9.1,23.4,0.9,2.4,18.6,-5.9,1.0,87.5,107.6,-20.2,63.2,8.1,2023,PF
David Barlow,MEL,0.581,0.566,183.2,1.2,13.2,7.4,9.6,15.7,1.5,1.2,9.9,1.2,1.2,112.2,109.0,3.1,67.3,8.0,2023,PF
Isaac Gattorna,SYD,0.592,0.5,165.0,6.0,23.2,15.2,6.3,30.7,1.2,2.5,10.7,-4.0,1.6,100.3,103.4,-3.1,8.4,7.3,2023,PF
Jordan Caroline,MEL,0.298,0.294,72.8,11.9,18.8,15.2,5.3,11.2,1.6,1.5,21.8,-3.4,0.6,71.0,105.6,-34.6,19.8,4.9,2023,PF
Matt Johns,BRI,0.332,1.0,112.5,3.9,7.9,5.9,10.0,18.1,3.3,0.0,8.3,1.1,3.0,72.4,112.4,-40.0,2.7,3.8,2023,PF
Xavier Cooks,SYD,0.605,0.584,151.1,11.3,25.0,18.6,18.4,16.2,0.9,7.0,24.1,-1.9,1.4,115.4,97.0,18.4,478.8,24.0,2022,PF
Brandon Ashley,SEM,0.651,0.613,170.2,14.3,20.9,17.5,7.0,14.6,1.3,4.0,21.4,-4.3,1.7,125.3,108.6,16.7,157.3,22.9,2022,PF
Cameron Bairstow,ADE,0.513,0.492,135.1,15.7,24.4,20.0,15.7,12.7,2.2,2.8,25.9,-2.2,1.1,107.6,104.5,3.1,188.8,22.4,2022,PF
Keanu Pinder,CRN,0.594,0.558,143.1,11.6,25.3,18.6,9.7,12.3,1.7,4.0,20.6,-2.4,1.4,116.1,103.2,12.9,281.6,20.6,2022,PF
Robert Franks,BRI,0.613,0.582,164.9,7.3,22.3,15.0,8.4,10.3,1.3,1.5,22.0,-2.0,1.4,119.9,107.5,12.4,373.0,20.1,2022,PF
Mitchell Creek,SEM,0.559,0.516,159.7,5.3,13.7,9.3,14.2,11.0,1.7,0.6,26.1,-1.0,1.2,114.0,111.3,2.7,336.6,20.0,2022,PF
Samson Froling,ILL,0.564,0.541,145.1,12.1,16.9,14.5,8.5,11.6,0.8,4.1,14.9,0.0,1.3,121.8,107.1,14.7,307.3,17.7,2022,PF
Jack McVeigh,JACK,0.568,0.548,166.4,6.2,14.4,10.0,5.7,6.6,1.2,0.7,19.9,-0.9,1.2,116.0,107.8,8.3,279.3,17.2,2022,PF
Steve Taylor Jr.,SEM,0.521,0.5,100.0,36.4,21.6,29.6,0.0,25.8,0.0,0.0,30.8,-17.7,1.5,93.9,115.6,-21.7,1.9,16.8,2022,PF
Jack White,MEL,0.583,0.563,141.7,11.3,19.9,15.7,5.8,14.4,1.2,3.0,17.1,-3.1,1.3,114.7,97.4,17.3,228.0,16.7,2022,PF
Majok Deng,CRN,0.611,0.558,175.8,6.6,12.3,9.5,6.6,13.0,1.1,2.0,20.7,-3.7,1.4,114.4,110.4,4.0,247.1,16.3,2022,PF
Luke Travers,PER,0.493,0.461,134.7,7.2,18.9,13.3,16.3,16.4,2.0,2.8,19.1,0.0,1.1,102.5,103.9,-1.5,217.1,15.3,2022,PF
Tohi Smith-Milner,SEM,0.612,0.596,158.8,10.6,21.3,15.8,3.3,6.7,0.5,1.1,14.0,-0.7,1.3,130.8,109.5,21.4,27.6,14.9,2022,PF
Todd Blanchfield,PER,0.559,0.531,156.2,2.7,13.4,8.2,4.6,7.0,1.3,1.5,16.2,-0.5,1.2,114.4,110.2,4.2,165.1,13.3,2022,PF
Kyrin Galloway,NZB,0.487,0.464,135.2,9.2,11.5,10.3,3.1,3.3,0.7,5.8,13.2,0.3,1.0,111.1,114.3,-3.1,58.7,12.9,2022,PF
Jarred Bairstow,JACK,0.556,0.526,112.6,11.3,13.4,12.3,10.0,14.6,2.2,1.3,10.3,0.9,1.4,121.5,107.5,14.0,63.4,12.7,2022,PF
Fabijan Krslovic,JACK,0.45,0.438,121.8,11.6,19.5,15.3,11.3,15.6,2.3,1.8,16.7,-1.4,1.0,97.5,102.7,-5.2,126.3,11.6,2022,PF
Dane Pineau,SEM,0.449,0.452,82.7,15.9,19.0,17.4,7.3,20.7,1.9,3.7,7.9,-0.1,1.0,113.7,106.2,7.5,73.3,11.3,2022,PF
Mason Peatling,MEL,0.481,0.446,139.8,9.6,17.5,13.6,7.1,13.2,1.5,1.3,15.0,-1.3,1.1,104.6,99.3,5.3,108.3,11.0,2022,PF
Jesse Wagstaff,PER,0.521,0.474,163.4,4.4,10.8,7.7,7.0,12.6,1.5,0.5,16.5,-1.6,1.1,105.5,109.7,-4.2,93.9,10.0,2022,PF
David Okwera,MEL,0.491,0.469,124.7,8.7,14.1,11.4,6.9,18.8,0.0,4.6,14.5,-3.0,1.1,98.2,97.7,0.5,15.4,9.9,2022,PF
Finn Delany,NZB,0.502,0.468,141.8,2.6,17.8,9.8,10.7,18.5,1.0,0.5,17.9,-3.1,1.1,90.9,115.2,-24.3,155.6,8.5,2022,PF
Matur Maker,SYD,0.381,0.286,110.7,7.0,22.8,15.4,4.7,17.0,1.6,3.1,19.0,-4.9,0.9,78.7,98.3,-19.6,19.0,6.7,2022,PF
Isaac Gattorna,ADE,0.368,0.367,76.7,7.4,15.1,11.2,11.5,10.9,0.0,0.0,19.1,0.0,0.8,86.3,108.8,-22.6,5.2,5.0,2022,PF
David Barlow,MEL,0.37,0.363,99.4,2.4,12.1,7.3,8.0,13.2,1.1,1.7,11.7,0.3,0.8,84.6,99.2,-14.6,25.2,3.8,2022,PF
Isaac Davidson,NZB,0.363,0.25,133.3,0.0,11.3,5.4,0.0,0.0,0.0,0.0,31.3,0.0,0.8,80.1,122.3,-42.1,-0.5,2.2,2022,PF
Jarell Martin,SYD,0.573,0.539,168.5,7.9,19.7,13.9,8.1,10.1,1.3,1.6,28.9,-3.8,1.3,111.9,105.1,6.7,307.3,21.4,2021,PF
Jack White,MEL,0.586,0.558,153.3,10.2,18.9,14.8,6.6,13.2,1.7,8.4,17.6,-2.2,1.3,117.7,98.3,19.3,109.1,18.4,2021,PF
Majok Deng,CRN,0.585,0.546,165.0,8.3,11.6,9.9,7.5,10.0,0.6,3.9,21.5,-1.9,1.3,117.3,120.8,-3.5,167.2,17.7,2021,PF
Cameron Bairstow,ILL,0.535,0.504,155.8,10.7,19.9,15.1,9.7,12.8,1.0,3.5,24.8,-3.2,1.2,109.8,107.5,2.3,112.4,17.1,2021,PF
Samson Froling,ILL,0.54,0.525,130.4,9.3,17.3,13.0,9.1,11.1,0.9,5.2,18.6,-1.0,1.2,111.6,105.7,5.9,394.2,16.7,2021,PF
Craig Moller,SYD,0.551,0.516,155.9,10.0,19.6,14.9,14.7,9.9,1.4,3.0,14.1,3.3,1.2,124.0,105.5,18.5,295.2,16.4,2021,PF
Mason Peatling,MEL,0.569,0.538,157.5,13.2,14.5,13.9,9.4,17.1,2.2,3.3,17.4,-2.5,1.2,113.0,101.7,11.3,224.4,16.0,2021,PF
Lamar Patterson,BRI,0.505,0.474,143.9,3.9,13.9,9.1,16.4,12.7,2.6,0.0,24.8,-0.4,1.1,102.1,108.5,-6.4,135.8,13.4,2021,PF
Kouat Noi,CRN,0.516,0.469,158.4,3.3,17.4,10.3,7.2,14.6,1.9,1.6,21.4,-4.1,1.1,98.7,113.5,-14.8,114.1,11.7,2021,PF
Keanu Pinder,ADE,0.486,0.459,137.9,9.9,17.2,13.7,4.8,18.8,2.1,5.1,16.1,-4.5,1.1,94.1,108.6,-14.6,148.5,10.3,2021,PF
Orlando Johnson,BRI,0.48,0.426,138.9,4.8,15.1,10.1,10.7,9.3,1.2,1.5,15.7,1.9,1.1,108.8,117.1,-8.2,84.7,10.3,2021,PF
Thomas Abercrombie,NZB,0.553,0.502,159.6,2.5,9.5,6.0,3.8,9.8,0.8,0.9,14.9,-1.6,1.2,109.6,114.7,-5.1,147.4,9.5,2021,PF
Kyrin Galloway,NZB,0.543,0.533,147.5,6.3,14.0,10.1,5.6,20.3,1.1,6.1,9.9,-1.9,1.1,103.7,110.4,-6.7,42.5,9.4,2021,PF
Reuben Te Rangi,SEM,0.503,0.478,136.8,2.7,14.2,8.3,6.5,12.9,1.2,0.4,15.0,-1.3,1.1,100.1,113.0,-12.9,147.6,7.7,2021,PF
Archie Woodhill,SYD,0.533,0.5,150.0,11.9,2.8,7.1,7.2,19.2,0.0,2.1,11.7,-1.5,1.1,109.8,109.9,-0.1,6.1,7.6,2021,PF
Dane Pineau,SEM,0.0,0.0,0.0,12.4,0.0,6.9,11.7,0.0,0.0,0.0,0.0,7.2,0.0,229.2,123.3,105.9,1.1,4.3,2021,PF
Blake Jones,BRI,0.405,0.389,116.7,6.2,6.6,6.4,4.6,16.8,0.0,0.0,15.5,-4.0,0.9,84.3,118.5,-34.2,1.5,2.6,2021,PF
Nick Kay,PER,0.639,0.594,187.0,10.0,19.5,14.6,16.2,9.1,2.0,2.0,19.4,3.0,1.5,136.0,113.3,22.7,565.3,23.5,2020,PF
Brandon Ashley,NZB,0.6,0.575,156.5,13.0,22.7,17.9,6.6,12.3,1.4,3.4,21.7,-3.4,1.4,119.2,110.9,8.3,241.9,18.8,2020,PF
Dario Hunt,PER,0.611,0.605,117.1,14.0,21.6,17.5,15.1,20.1,0.7,3.4,20.2,-3.5,1.5,115.0,119.0,-4.0,173.9,18.7,2020,PF
Finn Delany,NZB,0.63,0.573,168.2,5.4,19.7,12.5,10.0,10.1,1.1,1.2,17.0,0.9,1.5,129.8,116.6,13.2,219.7,16.6,2020,PF
Jack Purchase,MEL,0.6,0.6,80.0,0.0,17.0,8.1,27.0,0.0,3.2,0.0,13.7,11.6,1.2,145.2,108.2,37.1,6.3,16.1,2020,PF
Majok Deng,CRN,0.612,0.562,164.8,5.8,12.4,9.4,7.6,12.7,1.3,2.7,20.5,-2.6,1.4,117.6,115.2,2.4,239.9,15.3,2020,PF
E.J. Singler,BRI,0.662,0.641,179.6,8.0,14.2,11.2,12.2,16.3,2.0,0.5,14.8,0.1,1.4,126.3,113.1,13.2,195.2,14.4,2020,PF
David Andersen,ILL,0.538,0.521,175.8,8.1,15.5,11.5,11.9,14.7,0.8,1.1,24.9,-4.4,1.1,102.4,119.6,-17.2,57.8,13.4,2020,PF
Brad Newley,SYD,0.589,0.561,155.1,2.6,15.1,9.0,8.6,10.5,1.1,1.0,18.3,-0.5,1.3,114.3,108.0,6.4,262.3,12.9,2020,PF
Tim Coenraad,ILL,0.586,0.562,157.0,3.9,12.3,7.7,12.3,12.3,1.5,1.3,18.1,-0.1,1.3,115.1,120.2,-5.1,144.6,12.9,2020,PF
Taylor Britt,PER,0.533,0.531,133.3,0.0,9.3,4.5,28.6,5.6,0.0,1.8,15.9,10.8,1.1,125.2,115.8,9.4,14.2,12.7,2020,PF
Tai Wesley,SEM,0.468,0.44,141.1,7.2,13.2,10.2,17.2,12.3,1.1,3.4,23.2,1.1,1.0,102.3,121.9,-19.6,121.6,12.1,2020,PF
Rhys Vague,PER,0.567,0.537,143.0,9.3,20.3,14.6,3.1,14.4,0.8,2.5,13.2,-3.1,1.3,114.4,114.4,0.0,53.9,11.7,2020,PF
Kouat Noi,CRN,0.517,0.489,143.4,8.6,18.5,13.9,7.9,15.5,1.4,1.1,20.5,-3.8,1.1,102.2,116.0,-13.8,149.8,11.7,2020,PF
David Barlow,MEL,0.602,0.574,162.1,3.3,16.8,10.0,5.5,13.1,1.2,0.8,13.3,-1.4,1.3,118.0,112.1,5.9,139.2,9.5,2020,PF
Obi Kyei,ADE,0.416,0.379,95.7,11.1,23.6,17.3,5.3,18.7,2.9,4.0,15.2,-4.0,1.0,89.6,108.4,-18.8,92.0,8.7,2020,PF
Tohi Smith-Milner,MEL,0.513,0.444,139.6,7.1,12.8,9.9,5.9,13.7,0.5,1.4,14.2,-1.7,1.2,109.1,116.1,-7.0,58.6,7.9,2020,PF
Nic Pozoglou,PER,0.455,0.455,45.5,18.3,12.3,15.4,3.1,35.3,1.2,0.0,16.3,-12.8,0.9,82.4,116.6,-34.2,6.8,5.3,2020,PF
Billy Preston,ILL,0.358,0.283,113.6,3.9,27.1,14.1,0.0,13.1,1.9,0.0,24.9,-8.2,0.8,75.1,116.4,-41.3,1.6,1.6,2020,PF
Kyle Bowen,PER,0.798,1.0,150.0,22.0,67.9,44.7,34.3,0.0,0.0,0.0,16.5,14.7,3.0,179.1,84.5,94.6,6.0,46.3,2019,PF
Nick Kay,PER,0.618,0.585,175.9,11.8,18.6,15.2,16.5,8.2,2.0,1.2,18.6,3.2,1.4,133.7,106.6,27.1,549.3,24.1,2019,PF
Ray Turner,SYD,0.65,0.625,145.8,10.4,21.4,15.9,6.9,10.4,3.3,3.5,22.7,-2.7,1.4,123.4,112.6,10.8,33.8,23.7,2019,PF
Tai Wesley,NZB,0.553,0.526,155.0,6.6,14.4,10.4,19.2,10.9,1.7,3.1,22.4,2.6,1.2,116.9,114.2,2.7,319.3,18.7,2019,PF
Cameron Bairstow,BRI,0.526,0.519,144.7,10.9,20.9,15.9,11.0,11.9,0.7,2.3,26.1,-2.8,1.2,105.7,112.2,-6.6,218.2,16.7,2019,PF
Jake Wiley,ADE,0.615,0.585,165.5,8.8,15.4,12.2,6.6,14.4,1.3,2.2,21.0,-4.2,1.4,115.6,109.7,5.9,222.4,16.6,2019,PF
Brian Conklin,ILL,0.546,0.48,129.7,7.2,15.2,11.2,13.4,13.2,1.3,0.7,25.4,-2.4,1.4,106.9,113.0,-6.1,222.1,15.2,2019,PF
David Barlow,MEL,0.61,0.593,158.8,4.1,14.7,9.3,11.7,16.7,1.5,2.1,17.9,-1.8,1.3,113.3,110.0,3.4,273.3,14.2,2019,PF
Nic Pozoglou,ILL,0.666,0.7,210.0,11.2,13.8,12.5,9.2,22.8,3.2,0.0,12.3,-2.0,1.8,118.1,116.0,2.0,10.8,14.0,2019,PF
Daniel Kickert,SYD,0.602,0.562,176.5,1.7,10.9,6.4,8.2,12.7,0.7,0.5,19.4,-2.0,1.3,111.6,116.2,-4.6,152.4,13.2,2019,PF
Lucas Walker,CRN,0.526,0.489,153.6,8.9,18.9,13.7,7.3,15.1,2.5,0.8,17.6,-3.0,1.2,104.0,111.5,-7.5,119.1,12.3,2019,PF
David Wear,SYD,0.569,0.549,178.9,5.0,15.2,10.3,6.5,10.8,0.8,1.1,15.6,-0.8,1.2,112.2,114.1,-1.9,160.0,12.2,2019,PF
Rhys Vague,PER,0.413,0.38,126.5,8.0,20.1,14.0,10.5,11.0,0.2,3.7,16.0,0.9,0.9,98.4,108.9,-10.5,70.2,9.8,2019,PF
Alex Loughton,CRN,0.507,0.474,153.6,4.7,13.3,8.7,8.2,7.9,1.0,0.6,16.7,0.4,1.1,108.8,116.4,-7.6,92.4,9.8,2019,PF
Dane Pineau,SYD,0.481,0.429,109.5,11.6,17.9,14.9,6.3,26.5,1.9,3.5,6.1,-0.4,1.1,113.6,109.0,4.6,44.6,9.5,2019,PF
Mitchell Young,CRN,0.51,0.474,111.7,8.7,17.1,12.7,4.3,18.5,1.4,2.0,13.4,-3.7,1.2,99.1,115.0,-15.8,34.4,8.6,2019,PF
Tohi Smith-Milner,MEL,0.476,0.3,128.9,1.2,8.5,4.9,12.2,24.1,0.6,1.9,18.2,-4.2,1.4,89.8,114.3,-24.5,3.2,3.3,2019,PF
Caleb Davis,ADE,0.75,0.75,75.0,36.6,31.9,34.1,16.5,20.0,0.0,0.0,20.7,-2.9,1.5,137.1,99.1,38.0,7.7,27.1,2018,PF
Derek Cooke Jr.,PER,0.576,0.563,113.2,17.5,22.8,20.1,5.9,15.9,3.0,4.3,16.8,-3.8,1.4,117.1,105.5,11.5,213.9,19.6,2018,PF
Tai Wesley,MEL,0.563,0.534,157.7,8.4,16.2,12.2,18.5,14.6,1.7,3.9,21.4,0.5,1.3,115.2,104.4,10.7,335.4,17.4,2018,PF
Perry Ellis,SYD,0.566,0.532,164.8,6.7,15.1,11.0,8.2,5.1,1.0,1.7,20.9,1.0,1.3,121.4,118.7,2.7,294.8,17.1,2018,PF
Lucas Walker,PER,0.573,0.532,156.5,10.8,20.7,15.7,12.8,14.4,1.3,0.8,19.4,-1.1,1.3,118.5,111.8,6.7,224.3,16.2,2018,PF
Mitchell Young,BRI,0.565,0.512,122.0,11.6,15.7,13.8,4.8,11.5,2.3,1.6,20.9,-3.4,1.4,113.2,113.7,-0.4,79.2,15.9,2018,PF
Rakeem Christmas,NZB,0.503,0.48,102.3,14.3,26.5,20.4,3.9,14.2,2.0,2.4,24.9,-6.8,1.2,101.6,108.7,-7.1,63.4,15.9,2018,PF
Daniel Kickert,BRI,0.641,0.596,186.1,3.2,16.3,10.0,10.3,14.0,0.6,0.9,20.9,-2.3,1.4,117.9,118.5,-0.6,238.9,15.7,2018,PF
Alex Loughton,CRN,0.559,0.512,173.0,5.4,11.5,8.2,12.9,9.5,1.4,1.2,21.8,-0.1,1.2,116.6,117.8,-1.2,212.0,15.4,2018,PF
Jesse Wagstaff,PER,0.563,0.49,162.5,4.4,13.7,8.9,10.2,7.0,1.2,1.0,18.9,1.4,1.3,126.2,114.4,11.8,178.1,15.1,2018,PF
Jerry Evans,CRN,0.478,0.443,132.4,11.5,21.1,16.0,7.5,11.3,2.2,3.7,24.0,-3.6,1.1,101.8,113.0,-11.2,122.7,14.9,2018,PF
Tom Garlepp,SYD,0.537,0.392,135.4,7.2,10.0,8.6,10.2,9.4,2.9,3.8,14.9,1.9,1.4,121.4,115.9,5.5,51.8,14.7,2018,PF
Cody Ellis,ILL,0.616,0.557,178.2,2.1,8.2,5.0,11.1,10.7,2.6,2.3,17.2,0.7,1.4,121.4,114.4,7.0,92.3,14.3,2018,PF
Matthew Knight,PER,0.515,0.542,74.2,8.4,13.5,11.0,7.8,7.1,1.7,1.5,20.6,0.0,1.1,108.9,114.7,-5.8,18.5,14.3,2018,PF
Dane Pineau,SYD,0.671,0.67,167.2,10.8,17.5,14.2,7.8,10.5,1.2,3.7,10.0,1.3,1.5,139.7,116.4,23.3,89.2,13.9,2018,PF
Anthony Petrie,BRI,0.601,0.521,179.9,5.6,16.5,11.3,13.2,15.4,1.0,2.0,17.2,-0.1,1.4,117.4,120.8,-3.4,78.5,13.5,2018,PF
Tohi Smith-Milner,MEL,0.612,0.59,149.7,8.5,10.4,9.4,5.4,14.5,1.6,3.7,14.7,-2.4,1.5,120.3,106.0,14.3,39.4,12.3,2018,PF
Thomas Abercrombie,NZB,0.493,0.455,138.2,4.9,15.3,10.0,5.5,8.3,1.2,4.6,17.6,-1.0,1.1,109.6,112.9,-3.3,221.3,12.1,2018,PF
Rhys Vague,PER,0.415,0.381,108.7,12.3,12.5,12.4,0.0,7.7,1.5,2.7,32.0,-5.7,1.0,92.8,113.3,-20.5,6.7,11.1,2018,PF
Oscar Forman,ILL,0.564,0.555,144.8,3.2,13.0,7.9,3.8,6.5,0.8,1.8,16.6,-0.8,1.2,112.4,114.9,-2.5,53.4,10.2,2018,PF
Delvon Johnson,ILL,0.546,0.558,97.9,8.5,19.4,13.8,10.7,20.0,0.7,3.6,11.4,-0.2,1.3,108.4,111.7,-3.3,146.1,9.6,2018,PF
Majok Majok,MEL,0.551,0.532,112.0,10.4,19.5,14.7,2.5,14.2,0.2,1.9,12.1,-2.7,1.3,113.2,107.6,5.6,50.1,9.4,2018,PF
David Barlow,MEL,0.626,0.618,159.9,3.8,15.7,9.6,6.6,11.8,0.7,1.0,9.7,0.6,1.3,127.2,107.9,19.3,105.1,8.7,2018,PF
Craig Moller,MEL,0.436,0.408,122.3,8.8,13.8,11.3,8.6,10.9,1.2,2.2,14.9,0.4,1.0,102.9,107.1,-4.2,93.3,8.6,2018,PF
Cameron Bairstow,BRI,0.54,0.465,152.0,13.0,27.0,20.1,9.2,12.9,2.2,1.5,29.3,-5.5,1.3,111.1,108.4,2.6,107.4,21.8,2017,PF
Nick Kay,ILL,0.594,0.569,156.7,10.2,15.8,13.0,17.8,13.0,2.5,1.9,19.5,1.0,1.3,119.8,106.6,13.2,288.5,19.5,2017,PF
Jameel McKay,PER,0.588,0.557,118.8,15.3,19.0,17.1,7.9,16.5,1.6,6.3,16.2,-3.0,1.5,117.1,103.5,13.6,295.8,19.1,2017,PF
Craig Moller,SYD,0.591,0.516,168.3,12.9,18.8,15.7,6.2,5.2,0.5,3.3,15.7,0.6,1.3,133.4,110.7,22.7,40.9,18.3,2017,PF
Majok Majok,MEL,0.619,0.584,134.1,14.2,22.7,18.3,4.3,13.4,1.1,2.3,13.2,-2.1,1.4,126.8,107.4,19.4,188.5,16.8,2017,PF
Daniel Johnson,ADE,0.583,0.51,160.2,6.9,18.8,13.2,11.0,13.6,1.3,0.8,21.2,-1.9,1.4,117.1,104.3,12.8,297.0,16.4,2017,PF
Akil Mitchell,NZB,0.532,0.561,155.1,10.6,25.5,18.4,16.4,17.4,1.8,1.6,21.1,-1.9,1.3,103.1,104.3,-1.2,215.7,16.3,2017,PF
Jeromie Hill,SYD,0.561,0.545,192.9,9.7,17.3,13.4,14.4,19.1,2.5,7.1,17.8,-1.9,1.2,106.8,105.2,1.6,36.2,15.9,2017,PF
